url,id,title,description,projects,labels,assignees,milestone,status
https://github.com/blackbaud/skyux2/issues/537,537,"Key info text is too large","Key info text should be 22px instead of 24px",projects,"beginner,sky-key-info","",,open,undefined
https://github.com/blackbaud/skyux2/issues/536,536,"Grid styling does not match SkyUX","Row dividers should match the bb-border(row) mixin styling (1px dotted #ccc) 
Striped row background should be #f8f8f9
",projects,"beginner,sky-grid","",,open,undefined
https://github.com/blackbaud/skyux2/issues/535,535,"File attachment styling does not match SkyUX","Header font should be 17px

Drop area:
Subheader font should be 14px
Margin between subheader and cloud icon should be 10px, seems to be getting doubled somewhere

Paste area:
Field placeholder text should be italic",projects,"beginner,sky-file-drop","",,open,undefined
https://github.com/blackbaud/skyux2/issues/534,534,"Dropdown button hover style should match buttons","Dropdown buttons should have they gray background on hover that other buttons do. ",projects,"dropdown","Blackbaud-PatrickOFriel",Block 2 Sprint 5 - 3/31/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/533,533,"Base font color does not match SkyUX ","Base font should be #292a2b ",projects,"beginner","",,open,undefined
https://github.com/blackbaud/skyux2/issues/532,532,"Allow SPAs to extend Builder's webpack configs","### Expected behavior
A SPA can extend the `build`, `serve`, and `test` webpack configurations. The specific use case would more than likely involve custom loaders or plugins.

WIP pull request, located [here](https://github.com/blackbaud/skyux-builder/pull/100).

Ideally, a SPA would be given access to the configuration in a way similar to this (multiple configuration files permitted, all of which would be merged into the respective configuration file):
```
{
  ""mode"": ""easy"",
  ""compileMode"": ""aot"",
  ""webpackConfigs"": {
    ""build"": [""./config/build.webpack.config.js""],
    ""serve"": [""./config/serve.webpack.config.js""],
    ""test"": [""./config/test.webpack.config.js""]
  }
}
```

### Actual behavior
A SPA has no control over the webpack configuration, and cannot augment it to fit a specific need.

### Steps to reproduce
None.",projects,"builder,enhancement","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/531,531,"Dropdown menu options don't scroll with dropdown when located inside modal content","### Expected behavior
The options for a dropdown should scroll with a dropdown when inside of a modal.

### Actual behavior
The dropdown moves but the options do not

### Steps to reproduce
1. Place a dropdown inside of a modal's content where the content is longer than the available space and thus can scroll.
2. Click the dropdown.
3. Scroll without clicking and observe

### Plunker
https://plnkr.co/edit/eiVI9pJQw5tjlsSxusYT?p=preview",projects,"dropdown","Blackbaud-PatrickOFriel",Block 3 Sprint 1 - 4/28/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/529,529,"SkyWaitService does not work in ngOnInit()","### Expected behavior
SkyWaitService can block and unblock page during ngOnInit() 

### Actual behavior
Error: ApplicationRef.tick is called recursively

### Steps to reproduce
Call this.waitSvc.beginBlockingPageWait() in ngOnInit()

### Plunker (see example SKY UX 2 plunker template at: https://plnkr.co/edit/GeP22YbirEzceF3NVu39?p=preview)

https://plnkr.co/edit/izSTik4tPh1ugLA1FciB?p=preview",projects,"bug,sky-wait","Blackbaud-PatrickOFriel",Block 2 Sprint 7 - 4/14/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/527,527,"linting errors in test and e2e do not fail build","When running `skyux test` and `skyux e2e`, any linting errors are displayed, but do not cause the parent task to fail.",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/525,525,"Hook in file drop to avatar",,projects,"port,sky-avatar,sky-file-drop","",,open,undefined
https://github.com/blackbaud/skyux2/issues/524,524,"Text expand "See more" does not clear when text is removed/shortened","### Expected behavior
When I set the object passed into the ""text"" parameter to undefined I would expect there not to be a ""See more"" button

### Actual behavior
If the ""text"" parameter is set and then set to undefined the ""See more"" button does not clear

### Steps to reproduce
1. Create a text expand that is long enough for the ""See more"" button to show up
2. Set the object passed into the ""text"" parameter to undefined
3. Observe

### Plunker 
https://plnkr.co/edit/jrSyJukSMVJmW58BTSQp?p=preview",projects,"bug","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/523,523,"[TEST -- IGNORE] New component ",,projects,"beginner","blackbaud-danbowman",SKY UX 2 General Release,closed,undefined
https://github.com/blackbaud/skyux2/issues/522,522,"Create unit tests for runtime",,projects,"builder","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/521,521,"Automatically include envid and svcid in SkyAuthHttp requests",,projects,"builder","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/520,520,"Create SkyRouterLink and SkyRouterLinkActive directives",,projects,"builder","Blackbaud-BobbyEarl",Block 3 Sprint 2 - 5/5/2017,open,undefined
https://github.com/blackbaud/skyux2/issues/519,519,"Enable greenkeeper","We have lots of repos and lots of dependencies.  I believe it's worth the investment to setup https://github.com/integration/greenkeeper to make keeping up-to-date with our dependencies, more manageable.",projects,"","",,open,undefined
https://github.com/blackbaud/skyux2/issues/518,518,"Port over sectioned modal from SKY UX ",,projects,"intermediate,port","",,open,undefined
https://github.com/blackbaud/skyux2/issues/517,517,"Add remaining font classes from SkyUX","Some font classes are missing:
page heading
headline
",projects,"beginner","",,open,undefined
https://github.com/blackbaud/skyux2/issues/516,516,"Document Builder utilities","I got a question from Trevor Foley about documentation for SkyAuthHttp, which Bobby said is ""a file that helps securely pass a user logged in to BBAuth’s token when making calls to a SPA’s backend."" When I asked if there was anything important about it to document for developers, he said yes and suggested creating a ""builder utilities"" section in the docs. So creating this issue as a reminder to create this new section.",projects,"documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/514,514,"Modal wait","Right now, there is no simple way to to have a wait on an entire modal (header, content, footer). We need to decide what wait behavior should look like with modals, and what the best way to implement this is.

Two options I see: 
  - Allow entire modal to be covered by the wait.
  - Have modal content covered by the wait and disable buttons in the footer.

@Blackbaud-ToddRoberts what do you think?",projects,"documentation,sky-modal","",,open,undefined
https://github.com/blackbaud/skyux2/issues/513,513,"Allow for coverage gates to be set for skyux test from skyuxconfig.json","We should allow for users to be able to configure mandatory code coverage thresholds from skyuxconfig. This would allow for users to use these thresholds as build/quality gates in their individual team's build pipeline.",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/512,512,"Modal style updates","Three changes:

1. Modal header styles currently have too much padding top and bottom because of the padding around the close button.

2. When a sky-btn-link is the first child of a modal footer, it should have negative margin to offset its left padding.

3. Do not show the padding/border of the header and footer if those components are not included within sky-modal",projects,"beginner,sky-modal","Blackbaud-PatrickOFriel",Block 2 Sprint 5 - 3/31/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/510,510,"Document new CLI options","Document the --envid and --svcid options described here: https://github.com/blackbaud/skyux-builder/pull/97/files.",projects,"documentation","blackbaud-johnly",Block 2 Sprint 6 - 4/7/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/507,507,"Document unit testing components that use modals in SKY UX apps","Right now, consumers are having issues creating unit tests when their components involve modals, we should come up with examples of how to do this, and make any changes necessary to make this easy to test.",projects,"documentation","Blackbaud-PatrickOFriel",Block 2 Sprint 7 - 4/14/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/506,506,"Easily allow programmatic access to skyux/runtime config in components",,projects,"builder","Blackbaud-BobbyEarl",Block 2 Sprint 7 - 4/14/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/505,505,"Dropdown runs outside of container on mobile","### Expected behavior
The text should adjust to the size of the container.
### Actual behavior
The text overflows outside of the container.

### Steps to reproduce

1. Open the SKYUX2 documentation for the [Action Button](https://developer.blackbaud.com/skyux2/components/action-button) in Chrome.
2. Use the device toolbar to view the page on an iPhone 5 (or at 320px width).
3. Scroll down to Code sample section

![image](https://cloud.githubusercontent.com/assets/9463651/24165513/f79ad15e-0e46-11e7-9b70-29b277da8833.png)
 ",projects,"beginner,bug","Blackbaud-PatrickOFriel",Block 2 Sprint 6 - 4/7/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/503,503,"Modals opening and removing the scrollbar causes content behind the modal to shift","### Expected behavior
The content behind a modal should not shift when the modal is opened/closed
### Actual behavior
The content behind a modal shifts to one side while the modal is open, and shifts back when it is closed.

This seems to only appear on pages where there is a scrollbar, and the scrollbar appearing/disappearing is causing the shifting.
### Steps to reproduce
1. Navigate to https://developer.blackbaud.com/skyux2/components/modal
2. Open the demo modal
### Plunker (see example SKY UX 2 plunker template at: https://plnkr.co/edit/GeP22YbirEzceF3NVu39?p=preview)
See https://developer.blackbaud.com/skyux2/components/modal",projects,"enhancement,intermediate,sky-modal","",,open,undefined
https://github.com/blackbaud/skyux2/issues/502,502,"Browser not rendering cursor's "pointer" state on span.sky-checkbox","### Expected behavior
Whenever user hovers on the span element with class `sky-checkbox`, the mouse cursor should be a pointer to indicate an interactive element.

### Actual behavior
The cursor is the default arrow. This is seen with both Firefox and Chrome on OSx. Visible on [docs page](https://developer.blackbaud.com/skyux2/components/card).

Note: At first glance, it looks like [.sky-checkbox](https://github.com/blackbaud/skyux2/blob/1d722a4c020dc0e61e247606e5b4472c1bead5be/src/modules/checkbox/checkbox.component.scss#L14) does indeed have `cursor:pointer` declared. However, I think the browser is losing context because its parent element is absolutely positioned. A `position:relative` fixes this. Not sure if that's the best implementation though... Need someone smarter than me to make that call :)",projects,"beginner,bug,sky-checkbox","Blackbaud-PatrickOFriel",Block 2 Sprint 5 - 3/31/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/500,500,"Document the app-extras.module.ts file","I'm adding a topic to the references section to describe the items in the default template so that developers will know what each item does and which items to touch vs. which items to ignore. The description for the app-extras.modules.ts file says that it ""Handles tasks such as registering providers and entry components. If this file exists, SKY UX Builder automatically imports it into the build process."" But when I went over this info with Bobby, he said we should add more around this file somewhere else. Maybe as a tutorial. Or maybe in a fleshed out topic about SKY UX Builder. Creating this task as a reminder to look into this topic further.",projects,"documentation","blackbaud-johnly",Block 2 Sprint 8 - 4/21/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/498,498,"Add breadcrumb navigation to SKY UX 2 documentation site","Add breadcrumb navigation to SKY UX 2 documentation pages (https://developer.blackbaud.com/skyux2/), similar to what's on SKY UX 2 documentation pages (https://skyux.developer.blackbaud.com).",projects,"documentation","blackbaud-johnly",Block 3 Sprint 2 - 5/5/2017,open,undefined
https://github.com/blackbaud/skyux2/issues/497,497,"Add search box to SKY UX 2 Components page","Add the ability for users to find components on the SKY UX 2 Components page (https://developer.blackbaud.com/skyux2/components). ",projects,"documentation","blackbaud-johnly",,open,undefined
https://github.com/blackbaud/skyux2/issues/494,494,"Tree view - find in tree","Needs design",projects,"enhancement,needs design","",,open,undefined
https://github.com/blackbaud/skyux2/issues/493,493,"Tree view - complex multiselect cases","More complex multiselect (see linked document)

https://blackbaudinc.box.com/s/qqr2ezc7drgtzhvjeboqovy0yxceoymw

Approved
Designer: Todd",projects,"enhancement","",,open,undefined
https://github.com/blackbaud/skyux2/issues/492,492,"Tree view - MVP","MVP portion of design (see linked document)

https://blackbaudinc.box.com/s/qqr2ezc7drgtzhvjeboqovy0yxceoymw 

Approved
Designer: Todd",projects,"enhancement","",,open,undefined
https://github.com/blackbaud/skyux2/issues/491,491,"Single file attachment","Simplified mode for attaching a single file.

https://blackbaudinc.box.com/s/jz94gb4f9lrtl4rbgua5uzbrfgf452op

Approved
Designer: Deborah",projects,"enhancement","",,open,undefined
https://github.com/blackbaud/skyux2/issues/489,489,"Need ability to specify size of modal","### Expected behavior
SkyUX1 allows you to specify the size through the uibModalOptions of bbModal.open.  The size can be specified by using a string of ""sm"" or ""lg"" that gets appended to the ""modal-"" css class used to size the modal.  I would expect something similar where we specify more of a conceptual size instead of actual pixels so that modals will have a consistent look and work well with responsive designs.

### Actual behavior
There doesn't currently appear to be a way to resize unless you override skyux css.",projects,"beginner,enhancement,sky-modal","",,open,undefined
https://github.com/blackbaud/skyux2/issues/488,488,"Inline link buttons move other content on hover","### Expected behavior
When I hover on the button I wouldn't expect the other content to be moved by the hover taking up more space

### Actual behavior
Other content moves when the button is hovered over

### Steps to reproduce
Place a button with sky-btn-link-inline styling with things below it and hover to observe

### Plunker
**Sky Ux 1 - Content does not move**
http://plnkr.co/edit/1quYNZZbcaMG3m1pBvgg?p=preview

**Sky Ux 2**
https://plnkr.co/edit/4BCQzf75GB8aLsTGgN98?p=preview",projects,"beginner,bug","Blackbaud-PatrickOFriel",Block 2 Sprint 4 - 3/24/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/487,487,"Wait visual regression tests fail on Windows","Whenever I run visual regression tests for Sky Ux 2 on Windows the tests for the wait component fail every time. They all fail with the following issue:

```
 wait component should display wait on parent:
Failed: endY is out of range
running chrome
undefined: endY is out of range
```

This occurs even with a fresh pull of master with no changes to the code.",projects,"automation,sky-wait","",,open,undefined
https://github.com/blackbaud/skyux2/issues/486,486,"Sky dropdown has transparent background","### Expected behavior
I would expect the dropdown to be white no matter what background it is on

### Actual behavior
The dropdown is transparent and turns the color of the background

### Steps to reproduce
Place dropdown on a colored background and observe

### Plunker
https://plnkr.co/edit/wy2CxxQNrnmEXUVrG9T4?p=preview",projects,"beginner,bug,dropdown","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/483,483,"Default padding on modal is very small","Description From Josh Gerdes:
The margin/padding on the current modal is from skyux2.  So I’m assuming they are providing the accepted UX patterns for skyux. And will update as skyux UX patterns update.


### Expected behavior
More padding for modals based on accepted UX patterns

### Actual behavior
Default padding on modal is very small

### Steps to reproduce

![image](https://cloud.githubusercontent.com/assets/21042636/23873948/1eb53ede-07f1-11e7-9c37-af2e74dc4ee2.png)
",projects,"beginner,bug,sky-modal","Blackbaud-PatrickOFriel",Block 2 Sprint 4 - 3/24/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/481,481,"Create visual test for small screen full page modal","@Blackbaud-JaminQuimby ",projects,"beginner,sky-modal","Blackbaud-PatrickOFriel",Block 2 Sprint 5 - 3/31/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/480,480,"Test out notification system","Ensure that our notifications are hooked up properly so we can react to outages while on call.",projects,"automation","Blackbaud-PatrickOFriel",Block 2 Sprint 5 - 3/31/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/479,479,"Building and testing new omnibar version",,projects,"enhancement","Blackbaud-PaulCrowder",Block 2 Sprint 5 - 3/31/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/478,478,"Focus not placed on modal when opening ","When opening a modal, focus is not placed on the modal header or contents, it should be",projects,"enhancement,intermediate,sky-modal","",,open,undefined
https://github.com/blackbaud/skyux2/issues/475,475,"Javascript errors thrown on column change of grid","### Expected behavior
Columns should load and change when updated in the grid

### Actual behavior
There is a case where, when the columns load after the initial grid setup and should be updated, javascript errors are thrown and the grid breaks.

Error
```
TypeError: Cannot read property 'locked' of undefined
    at View_SkyGridComponent1.detectChangesInternal (/SkyGridModule/SkyGridComponent/component.ngfactory.js:76:58)
    at View_SkyGridComponent1.AppView.detectChanges (eval at ./node_modules/@angular/core/src/linker/view.js (https://localhost:31337/permissions/vendor.js:1639:1), <anonymous>:438:14)
    at View_SkyGridComponent1.DebugAppView.detectChanges (eval at ./node_modules/@angular/core/src/linker/view.js (https://localhost:31337/permissions/vendor.js:1639:1), <anonymous>:633:44)
    at ViewContainer.detectChangesInNestedViews (eval at ./node_modules/@angular/core/src/linker/view_container.js (https://localhost:31337/permissions/vendor.js:1647:1), <anonymous>:71:37)
    at CompiledTemplate.proxyViewClass.View_SkyGridComponent0.detectChangesInternal (/SkyGridModule/SkyGridComponent/component.ngfactory.js:453:15)
    at CompiledTemplate.proxyViewClass.AppView.detectChanges (eval at ./node_modules/@angular/core/src/linker/view.js (https://localhost:31337/permissions/vendor.js:1639:1), <anonymous>:438:14)
```

### Steps to reproduce
Observe plunker. I have only seen this happen if the columns are loaded during ajax and their is a ""loading"" placeholder column triggered by an ngIf that is replaced once they are loaded. 
### Plunker
https://plnkr.co/edit/W8skWejkdLNwNEQiVAJh?p=preview",projects,"sky-grid","Blackbaud-PatrickOFriel",Block 2 Sprint 2 - 3/10/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/471,471,"Action Button does not clear state","### Expected behavior
When I click on a button at https://developer.blackbaud.com/skyux2/components/action-button, the button stays active (blue) after I have clicked on it and moused away.

### Actual behavior
When I click on a button at https://developer.blackbaud.com/skyux2/components/action-button, I expect the button to clear its active state.

### Steps to reproduce
Look at demo
https://developer.blackbaud.com/skyux2/components/action-button and click one of the two sky action buttons.

### Plunker (see example SKY UX 2 plunker template at: https://plnkr.co/edit/GeP22YbirEzceF3NVu39?p=preview)",projects,"","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/469,469,"Update GitHub READMEs","Update out-of-date content in skyux2 repo's README. Check the READMEs for other SKY UX 2 repos as well. Make sure they link to the docs and that the docs aren’t missing content from READMEs. And follow up on whether we should remove unused/old repos.",projects,"documentation","blackbaud-johnly",Block 2 Sprint 3 - 3/17/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/468,468,"Document how to upgrade Builder","Patrick fielded a question about this from a developer on another team, and I overheard him explain that you need to manually update the version in a JSON file. We don't have that anywhere in the docs, so I assume we need to document it somewhere.",projects,"builder,documentation","blackbaud-johnly",Block 2 Sprint 5 - 3/31/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/467,467,"Update configuration options topic","Go through the questions I noted for these options and get feedback from Bobby or the rest of the team.",projects,"documentation","blackbaud-johnly",Block 2 Sprint 3 - 3/17/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/466,466,"Review components documentation","I started reviewing the components documentation, but I've been sidetracked by other projects. When Kris Mahon reviewed the first draft of the docs, he pointed out the documentation seems lacking for some components. Need to review them for style/grammar/wording/etc. and also to look for holes for developers as best as I can. Here’s Kris’s note: Some of the components seem fairly well documented, but others like “Tiles” seems very lacking (I honestly have no idea how to use the tiles properly from that page – the code shows a directive that isn’t even talked about, and doesn’t show examples of the any of the directives that are mentioned). ",projects,"documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/465,465,"Documentation around fat arrow functions","This was called out in the Angular training, and Adam called it out in his post-training overview that he gave to the API teams. I have a link for fat arrow functions in the learning resources topic, but do we need more?
",projects,"documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/464,464,"Documentation around Flexbox","This was called out in the Angular training, and Adam recommended it in his post-training overview that he gave to the API teams. I have a link for Flexbox in the learning resources topic, but do we need more? Adam recommended going through the guide and learning Flexbox. He said it's made his life much easier.",projects,"documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/463,463,"Document integration with Auth service","In a Slack thread with me, Jon Bell, and Michael Buhot, Jon mentioned that SKY UX has easy integration with Auth Svc that Michael should take advantage of but that the docs don’t get into it much yet. I assume we need to document this. Touch base with Jon to see what to document and where to document it.",projects,"documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/462,462,"Document how to contribute to SKY UX documentation","We got a suggestion to create documentation around how to add to the SKY UX documentation during the Austin Angular training.",projects,"documentation","blackbaud-johnly",Block 2 Sprint 3 - 3/17/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/460,460,"Document future automated deployment strategy","When Kris Mahon reviewed the first draft of the docs, he asked about this. We hint at the future automated deployment strategy at in the FAQ but Kris said it would be good to flesh that info out and incorporate it into the overview section. Even if it just explains the current/temporary process and then touches on the future process.",projects,"documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/459,459,"Document using custom style sheets","When Kris Mahon reviewed the first draft of the docs, he asked about this. He said that when he worked on RENXT, they had problems with people’s custom style names conflicting with each other and with SKY style names and remembers uniquely prefixing style names with something like “bb-servicename-stylename.” What is the recommended pattern for adding custom styles to SKY UX?  Is there a naming convention/pattern to follow? Do developers need to use scss files, or can they use css files?  How do developers reference the style sheet in their HTML?",projects,"documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/458,458,"Document connecting a project to a BFF/UIService","When Kris Mahon reviewed the first draft of the docs, he asked about this. How do you hook up a SPA to call a “local dev instance” of a BFF/UIService? Basically, to get the SPA to do anything other than serve static HTML, the developer needs to know how to test the SPA against the actual BFF/UIService to serve up data that to display in the SPA. … Then, how do you hook up a SPA to call a “production instance” of the BFF/UIService? Is this handled by the continuous integration layer?",projects,"documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/457,457,"Document recommendations for where to create pages/components","When Kris Mahon reviewed the first draft of the docs, he asked about this. Should developers create anything outside the src/app folder? (We have some documentation around this in the tutorials, but no single loctation with an overview of where to create what.",projects,"documentation","",Block 2 Sprint 5 - 3/31/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/456,456,"Document launch options","When Kris Mahon reviewed the first draft of the docs, he asked for more information about the launch options. How/when/why might you serve “local” vs. “host”? We could include this in the serve a project tutorial and/or the commands technical reference. Probably should document it in one place and link to it from the other.",projects,"documentation","blackbaud-johnly",Block 2 Sprint 2 - 3/10/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/455,455,"Document naming conventions","When Kris Mahon reviewed the first draft of the docs, he asked for recommendations for the spa/root directory name for the create-a-project tutorial. Do we have any recommendations to suggest here? And bigger picture, do we have any other naming recommendations or requirements. We've documented the file types for unit and e2e tests, but I don't think we've documented any other naming conventions.",projects,"documentation","",Block 2 Sprint 5 - 3/31/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/454,454,"Document recommendations for dev machine setup","When Kris Mahon reviewed the first draft of the docs, he asked if we have any additional recommendations for this. For example, do we recommend a particular editor (Visual Studio 2015, Visual Studio Code, a corresponding Mac tool)? Basically, do we recommend any editor or anything else for coding the TypeScript, HTML, CSS, etc.?",projects,"documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/453,453,"Document continuous integration layer","Link from the info in the overview to more fleshed out information. Paul suggested the link in his feedback to the first draft of the documentation. ... Document whatever end users will want/need to know about the continuous integration layer. (Do the same for Builder and Host?)",projects,"documentation","blackbaud-johnly",,open,undefined
https://github.com/blackbaud/skyux2/issues/452,452,"Document the items in the default project","We have documentation for some of these items, like the skyuxconfig.json file, but we don't have anything for most of the items. When Kris Mahon reviewed the first draft of the docs, he asked for an explanation of the files and folders. He wanted to know which items a developer needs to worry about and which ones can/should be ignored. For example, he asked about the package.json file, where he noticed properties like name, description, version, etc., and he wanted to know if a developer should ever touch this stuff and, if so, when.",projects,"documentation","blackbaud-johnly",Block 2 Sprint 4 - 3/24/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/451,451,"Document a model example of how to do a unit test","This came up in the working group meeting on 3/1. Adam said it would be useful if we had an example. Bobby created a sample unit test for the template, so I think we can use that as the example and walk through how it was created.",projects,"documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/450,450,"Document how to make web requests and best practices for observables.","This came up in the working group meeting on 3/1. Jon Bell suggested this. Paul mentioned the guy who created the change detection stuff and cited an article by him (https://vsavkin.com/change-detection-in-angular-2-4f216b855d4c#.3pajhggyi). At bare minimum, I think we need to add a link to that to the Training resources content. But there was also some discussion about using ""onpush"" for the Angular2 detection strategy. Should we link to something about this? (From my meeting notes, I think this is a public property on your class that is an observable. … From then on, if something pushes values to that observable, you don’t need to rely on the change detection cycle for updates.)",projects,"documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/449,449,"Document best practice/recommendation for smaller, cohesive components.","This came up in the working group meeting on 3/1. Adam mentioned that his constituent.component.html file ended up being pretty big and that one of his takeaways form the project was that he wished he had broken it up into smaller, cohesive components. Paul agreed that it is a good practice to break things up. He said this makes testing easier. By factoring out, you isolate different pieces so that they are immune to changes to the other components. There was agreement that the pieces should be small and single-purpose. And Adam agreed that the larger component led to larger tests that were more difficult to write and more difficult to understand. (He said the longer tests are hard to follow.)

As part of this discussion, someone recommended providing guidance/recommendations in the docs around this.",projects,"documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/448,448,"Build mode should not affect auth/omnibar/help","### Expected behavior
I should be able to use ""advanced"" mode, but still get the baked-in benefits of Auth, Omnibar, and BBHelp. 

### Actual behavior
Setting `""mode"": ""advanced""` disregards settings for `auth`, `omnibar`, and `help`. (If this is intended, perhaps a middle ground could be considered?)

### Steps to reproduce
Set `""mode"": ""advanced""` and `""auth"": true`. Launch the app and Auth is not fired.",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/447,447,"Provide a method of configuring hash routing in easy mode","In the context of the outlook addin we are required to use hash routing

In app.routing.ts -

`export const routing: ModuleWithProviders = RouterModule.forRoot(appRoutes, { useHash: true });`

In order for us to use easy mode, we will need a way of configuring this.",projects,"","",,open,undefined
https://github.com/blackbaud/skyux2/issues/446,446,"Allow overriding of boostrapping without requiring advanced mode","One of the reasons we have to use skyux advanced mode is we have to override a function from an external library in order to bootstrap correctly.

Here is our bootstrapping code in main.ts

`Office.initialize = function () {
  platformBrowserDynamic().bootstrapModule(AppModule);
}`

In order for our project to use easy mode we will need a way to configure this.",projects,"","",,open,undefined
https://github.com/blackbaud/skyux2/issues/445,445,"Add .nvmrc file to skyux-template","And suggest running (or even run it if nvm exists) `nvm use` in our setup docs after running `skyux new`",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/440,440,"Document how to test in multiple browsers","### Expected behavior

### Actual behavior

### Steps to reproduce

### Plunker (see example SKY UX 2 plunker template at: https://plnkr.co/edit/GeP22YbirEzceF3NVu39?p=preview)",projects,"documentation","blackbaud-johnly",Block 2 Sprint 2 - 3/10/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/439,439,"Create hosting tutorial for Learn docs",,projects,"documentation","blackbaud-johnly",Block 2 Sprint 2 - 3/10/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/437,437,"Add the error modal service","See http://skyux.developer.blackbaud.com/components/error/",projects,"beginner,port","",,open,undefined
https://github.com/blackbaud/skyux2/issues/433,433,"Expose a way to change tab programmatically","Either expose a (tabChanged) output on the tabset or expose functions to go to next or previous tab ",projects,"beginner,enhancement,sky-tabset","Blackbaud-PatrickOFriel",Block 2 Sprint 3 - 3/17/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/432,432,"Add documentation to contribution section to check code coverage"," ...locally before submitting a pull request",projects,"documentation","Blackbaud-PatrickOFriel",Block 2 Sprint 2 - 3/10/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/431,431,"Unable to build using auth + aot","First reported by @Blackbaud-TrevorBurch, using `auth: true` and AOT is not currently able to do a build.  The fix for this is simple, but we should add missing e2e tests for this use case.",projects,"builder","Blackbaud-BobbyEarl",Block 2 Sprint 3 - 3/17/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/430,430,"make npm run lint cover demo files","Demo files are linted through the skyux build command, but we should be able to catch those by running npm run lint",projects,"automation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/429,429,"Auto update builder version in template","Currently, we have to do PR's to update `skyux-template` to the latest version of builder and skyux.

Instead we could not have those defined and the following commands:

`npm install @blackbaud/skyux --save --save-exact`
`npm install @blackbaud/skyux-builder --save-dev --save-exact`",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/427,427,"Exclude components/services in fixtures folders from SKY UX app module","Often we need to create components or services strictly for use with unit tests, and these components and services should not be added to the generated SKY UX app module.  A reasonable way to exclude these items would be to filter out any files that reside in a folder called `fixtures`.",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/425,425,"Action Button should fill width on small viewports","### Expected behavior
<768px viewport width, buttons should be full width with 15px left-right margins

### Actual behavior
max-width is set to 236px at all viewport sizes.",projects,"beginner,bug,sky-action-button","Blackbaud-PatrickOFriel",Block 2 Sprint 2 - 3/10/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/423,423,"Add ability to override default route configuration","When we generate routes based on the file system we need to allow the consumer to specify overrides for the generated route, such as `canActivateRoute` and `canActivateChild` which will be SPA-specific.

From https://github.com/blackbaud/skyux-cli/issues/5",projects,"builder","",,open,undefined
